,Tên sản phẩm,Giá tiền,Mã sản phẩm,Thương Hiệu,Quốc gia đăng ký thương hiệu,Giới tính,Loại sản phẩm,Đường kính mặt,Chiều dày,Chất liệu vỏ,Chất liệu dây,Chất liệu mặt kính,Độ chịu nước,Nơi sản xuất,Bảo hành,Kiểu máy,Dành cho,Mã sản phâm
109,Cực,"7,660,000 VNĐ",L16063-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ thể thao (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
110,Cực,"7,660,000 VNĐ",L16063-9,LOBINNI,Thụy Sỹ,Nam,Đồng hồ thể thao (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
111,LOBINNI,"7,180,000 VNĐ",L18081-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ  (Automatic),40.5 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
112,LOBINNI,"5,380,000 VNĐ",L9010-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
113,LOBINNI,"7,180,000 VNĐ",L18081-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ  (Automatic),40.5 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
114,LOBINNI,"7,180,000 VNĐ",L18081-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ  (Automatic),40.5 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
115,LOBINNI,"7,180,000 VNĐ",L18081-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ  (Automatic),40.5 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
116,Teintop,"1,550,000 VNĐ",T7003-1,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
117,Teintop,"1,550,000 VNĐ",T7003-2,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
118,Teintop,"1,550,000 VNĐ",T7003-3,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
119,Teintop,"1,550,000 VNĐ",T7003-4,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
120,Teintop,"1,550,000 VNĐ",T7003-5,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
121,Teintop,"1,550,000 VNĐ",T7003-6,Teintop,Mỹ (USA),,Đồng hồ điện tử (Pin),41 mm,6 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
122,Vàng,"3,800,000 VNĐ",C515G-2,CARNIVAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
123,LOBINNI,"5,460,000 VNĐ",L16056-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
124,LOBINNI,"5,460,000 VNĐ",L16056-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
125,LOBINNI,"5,460,000 VNĐ",L16056-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
126,LOBINNI,"5,460,000 VNĐ",L16056-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
127,LOBINNI,"6,450,000 VNĐ",L17015-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
128,LOBINNI,"6,450,000 VNĐ",L17015-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
129,LOBINNI,"6,450,000 VNĐ",L17015-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
130,LOBINNI,"6,450,000 VNĐ",L17015-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
131,LOBINNI,"7,350,000 VNĐ",L16070-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
132,LOBINNI,"7,350,000 VNĐ",L16070-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
133,LOBINNI,"7,350,000 VNĐ",L16070-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
134,LOBINNI,"7,350,000 VNĐ",L16070-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
135,LOBINNI,"7,650,000 VNĐ",L16067-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
136,LOBINNI,"7,650,000 VNĐ",L16067-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
137,LOBINNI,"7,650,000 VNĐ",L16067-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
138,LOBINNI,"7,650,000 VNĐ",L16067-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
139,LOBINNI,"7,650,000 VNĐ",L16067-5,,,,,,,,,,,,,,,
140,LOBINNI,"6,680,000 VNĐ",L16073-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
141,LOBINNI,"6,680,000 VNĐ",L16073-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
142,LOBINNI,"6,680,000 VNĐ",L16073-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10.7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
143,LOBINNI,"5,250,000 VNĐ",L17017-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
144,LOBINNI,"5,250,000 VNĐ",L17017-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
145,LOBINNI,"5,250,000 VNĐ",L17017-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
146,LOBINNI,"5,250,000 VNĐ",L17017-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
147,LOBINNI,"5,250,000 VNĐ",L17017-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
148,LOBINNI,"5,250,000 VNĐ",L17017-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
149,LOBINNI,"7,950,000 VNĐ",L16072-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
150,LOBINNI,"7,950,000 VNĐ",L16072-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
151,LOBINNI,"7,950,000 VNĐ",L16072-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
152,LOBINNI,"7,950,000 VNĐ",L16072-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.4 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
153,LOBINNI,"4,650,000 VNĐ",L19001-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
154,LOBINNI,"4,650,000 VNĐ",L19001-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
155,LOBINNI,"4,650,000 VNĐ",L19001-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
156,LOBINNI,"4,650,000 VNĐ",L19001-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40.5 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
157,LOBINNI,"7,950,000 VNĐ",L16071-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
158,LOBINNI,"7,950,000 VNĐ",L16071-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
159,LOBINNI,"7,950,000 VNĐ",L16071-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
160,LOBINNI,"7,950,000 VNĐ",L16071-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
161,LOBINNI,"7,950,000 VNĐ",L16071-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
162,LOBINNI,"4,950,000 VNĐ",L9023-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
163,LOBINNI,"4,950,000 VNĐ",L9023-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
164,LOBINNI,"4,950,000 VNĐ",L9023-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
165,LOBINNI,"4,950,000 VNĐ",L9023-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
166,LOBINNI,"4,950,000 VNĐ",L9023-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
167,LOBINNI,"4,950,000 VNĐ",L9023-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
168,LOBINNI,"5,150,000 VNĐ",L9023-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
169,LOBINNI,"5,150,000 VNĐ",L9023-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
170,LOBINNI,"5,150,000 VNĐ",L9023-9,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
171,LOBINNI,"5,150,000 VNĐ",L9023-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
172,LOBINNI,"5,150,000 VNĐ",L9023-11,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
173,LOBINNI,"5,150,000 VNĐ",L9023-12,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,10.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
174,LOBINNI,"5,680,000 VNĐ",L16005-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
175,LOBINNI,"5,680,000 VNĐ",L16005-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
176,LOBINNI,"5,680,000 VNĐ",L16005-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
177,LOBINNI,"5,680,000 VNĐ",L16005-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
178,LOBINNI,"4,550,000 VNĐ",L18021-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
179,LOBINNI,"4,550,000 VNĐ",L18021-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
180,LOBINNI,"4,550,000 VNĐ",L18021-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
181,LOBINNI,"4,550,000 VNĐ",L18021-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
182,LOBINNI,"5,150,000 VNĐ",L9222-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
183,LOBINNI,"5,150,000 VNĐ",L9222-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
184,LOBINNI,"5,150,000 VNĐ",L9222-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
185,LOBINNI,"5,150,000 VNĐ",L9222-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
186,LOBINNI,"5,150,000 VNĐ",L9222-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
187,LOBINNI,"5,350,000 VNĐ",L9222-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
188,LOBINNI,"5,350,000 VNĐ",L9222-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
189,LOBINNI,"5,350,000 VNĐ",L9222-9,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
190,LOBINNI,"5,350,000 VNĐ",L9222-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
191,LOBINNI,"5,350,000 VNĐ",L9222-11,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
192,LOBINNI,"5,350,000 VNĐ",L9222-12,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
193,LOBINNI,"11,550,000 VNĐ",L1999-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
194,LOBINNI,"11,550,000 VNĐ",L1999-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
195,LOBINNI,"11,550,000 VNĐ",L1999-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
196,LOBINNI,"11,550,000 VNĐ",L1999-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
197,LOBINNI,"3,280,000 VNĐ",L9225-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
198,LOBINNI,"3,280,000 VNĐ",L9225-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
199,LOBINNI,"3,280,000 VNĐ",L9225-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
200,LOBINNI,"3,280,000 VNĐ",L9225-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
201,LOBINNI,"4,280,000 VNĐ",L9601-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
202,LOBINNI,"4,280,000 VNĐ",L9601-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
203,LOBINNI,"4,280,000 VNĐ",L9601-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
204,LOBINNI,"4,280,000 VNĐ",L9601-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
205,LOBINNI,"4,480,000 VNĐ",L9601-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
206,LOBINNI,"4,480,000 VNĐ",L9601-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
207,LOBINNI,"4,480,000 VNĐ",L9601-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
208,LOBINNI,"4,480,000 VNĐ",L9601-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
209,LOBINNI,"2,990,000 VNĐ",L9227-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
210,LOBINNI,"2,990,000 VNĐ",L9227-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
211,LOBINNI,"2,990,000 VNĐ",L9227-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
212,LOBINNI,"2,990,000 VNĐ",L9227-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
213,LOBINNI,"2,950,000 VNĐ",L9223-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
214,LOBINNI,"2,950,000 VNĐ",L9223-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
215,LOBINNI,"2,950,000 VNĐ",L9223-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
216,LOBINNI,"2,950,000 VNĐ",L9223-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
217,LOBINNI,"6,770,000 VNĐ",L17011-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
