,Giá tiền,Mã sản phẩm,Nhãn hiệu,Nguồn gốc,Kiểu máy,Kích cỡ,Chất liệu vỏ,Chất liệu dây,Chất liệu kính,Độ chịu nước,Chức năng khác,Bảo hiểm,Bảo hành quốc tế,Giới tính
116,8.380.000,BM7332-61P,Citizen,Nhật Bản,Eco- Drive,40 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
117,28.400.000,RE-AV0120L00B,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100M,"Open heart, dạ quang, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
118,7.600.000,SUN033P1,Seiko,Nhật Bản,Kinetic,42 mm,Thép không gỉ,Thép không gỉ,Kính cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
119,11.240.000,BM6936-51A,Citizen,Nhật Bản,Eco-Drive,44 mm,Titanium,Titanium,Sapphire Glass,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
120,4.820.000,OP993-6AGSK-T,Olym Pianus,Nhật Bản,Automatic (Cơ),42mm,Thép không gỉ 316L mạ vàng PVD,Thép không gỉ 316L mạ vàng PVD,Kính Sapphire,50M,"Lịch ngày,Lịch thứ.",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
121,3.600.000,OPA58050MSK-T,Olympia Star,Thụy Sỹ,quartz,39mm,Thép không gỉ 316L / Mạ PVD,Thép không gỉ 316L / Mạ PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
122,2.840.000,BI1080-55E,Citizen,Nhật Bản,Quartz,41mm,Thép không gỉ,Thép không gỉ,Kính cứng,50M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
123,3.548.000,SXDG25P1,Seiko,Nhật Bản,Quartz,29 mm,Thép,Thép,Kính Cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
124,11.760.000,EM0382-51W,Citizen,Nhật Bản,Eco-Drive,35mm,Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
125,3.548.000,SGEH15P1,Seiko,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
126,4.230.000,F20011/4,Festina,Thụy Sỹ,Swiss quartz (Pin),29 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
127,8.340.000,SDW00001W0,Orient,Nhật Bản,Automatic,39 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire Glass,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
128,4.910.000,OPA58069MSK-T,Olympia Star,Thụy Sỹ,Quartz,40mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
129,9.080.000,CA4486-82X,Citizen,Nhật Bản,Eco-Drive,43 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,100 m,"Lịch ngày, Chronograph, tachymeter",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
130,14.360.000,SSA443J1,Seiko,Nhật Bản,Automatic (Máy cơ),41.8 mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30 m,"Openheart, đồng hồ 24H",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
131,8.040.000,OG1930-6MS-GL-X,Ogival,Thụy Sỹ,Quartz,40mm,Thép không gỉ/Mạ PVD,Dây da,Kính Sapphire,30M,"Lịch ngày, lịch thứ, lịch tháng, lịch ngày đêm",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
132,12.560.000,SNDV59P2,Seiko,Nhật Bản,Quartz,37.2 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
133,1.050.000,SL3002.4102CV,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
134,2.350.000,FUNG3001D0,Orient,Nhật Bản,Quartz,42 mm,Thép không gỉ,Thép không gỉ,Kính cứng,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
135,1.990.000,FL.2.10142.1,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
136,4.065.000,SUR401P1,Seiko,Nhật Bản,Quartz (Máy Pin),40 mm,Thép không gỉ,Thép không gỉ,Kính cứng,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
137,3.900.000,SL5001.4602BL,SRWatch,Nhật Bản,Quartz,36 mm x 30 mm,Thép không gỉ,Dây da,Kính Sapphire,50m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
138,9.340.000,BM6970-52A,Citizen,Nhật Bản,Eco-Drive,39mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
139,13.340.000,SSA198J1,Seiko,Nhật Bản,Automatic,40mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
140,6.700.000,RA-KV0401L10B,Orient,Nhật Bản,Quartz (Pin),42.4mm,Thép không gỉ 316L,Thép không gỉ 316L dạng lưới,Kính cứng,50m,"Lịch ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
141,13.085.000,EM0796-59Y,Citizen,Nhật Bản,Eco-Drive,32 mm,Thép không gỉ 316L,Dây lưới thép không gỉ,Kính sapphire,50m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
142,2.950.000,SL6654.1303,SRWatch,Nhật Bản,Quartz,26mm,Thép không gỉ 316L/Mạ vàng hồng PVD,Thép không gỉ 316L/Mạ vàng hồng PVD,Kính Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
143,3.400.000,EZ6350-53E,Citizen,Nhật Bản,Quartz,15mm x 25mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
144,6.960.000,F6846/1,,Tây Ban Nha,Automatic,40.8 mm,Thép không gỉ 316L,Dây da,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
145,2.650.000,SL5004.4302BL,SRWatch,Nhật Bản,Quartz,18 mm x 30 mm,Thép không gỉ,Dây da,Kính Sapphire,50m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
146,3.930.000,F16919/2,,Tây Ban Nha,Quartz,33.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
147,6.120.000,NH8325-56E,Citizen,Nhật Bản,Automatic,42mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
148,3.410.000,F20379/2,,Tây Ban Nha,Quartz,29 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
149,6.080.000,MK3832,,Hoa Kỳ,Quartz,26 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
150,6.270.000,BM6772-56A,Citizen,Nhật Bản,Eco-Drive,37mm,Thép không gỉ 316L/Mạ PV,Thép không gỉ 316L/Mạ PV,Kính Sapphire,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
151,14.220.000,SSA385J1,Seiko,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng Hardlex Crystal,50M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
152,10.100.000,SRPB43J1,Seiko,Nhật Bản,Automatic,"40,5 mm",Thép,Dây da,Kính cứng,50M,Presage - cocktail,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
153,2.080.000,F.7.1054.07,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
154,3.180.000,OP2460LSK-T,Olym Pianus,Nhật Bản,Quartz,24 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
155,2.840.000,EJ6081-54A,Citizen,Nhật Bản,Quartz,25mm,Thép không gỉ,Thép không gỉ,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
156,14.370.000,SSA393J1,Seiko,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L,Dây da,Kính cứng Hardlex Crystal,50M,"Lịch ngày, lên cót tay",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
157,14.500.000,98A165,Bulova,Hoa Kỳ,Automatic,45 mm,Thép không gỉ - Mạ PVD,Dây da,Kính cứng,100m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
158,4.450.000,SG8889.4602AT,SRWatch,Nhật Bản,Japan Automatic Movement (Máy Cơ),42mm,Thép không gỉ/Mạ vàng PVD,Dây da,Kính Sapphire cong,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
159,4.000.000,OPA58086MS-X,Olympia Star,Thụy Sỹ,Swiss quartz (Pin),38 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
160,3.550.000,EU6024-59A,Citizen,Nhật Bản,Quartz,25 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
161,4.000.000,EZ6360-84D,,Nhật Bản,Quartz,28x14 mm,Thép,Thép,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
162,2.645.000,SUR209P1,Seiko,Nhật Bản,Quartz,42 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L,Kính cứng,100 m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
163,2.810.000,SSZ3W002W0,Orient,Nhật Bản,Quartz,36 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
164,8.050.000,NY0080-12E,Citizen,Nhật Bản,Automatic,42mm,Thép,Cao su,Kính cứng chịu lực,200M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
165,4.020.000,OPA58045DLK-GL-V,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),28mm,Thép không gỉ/Mạ vàng PVD,Dây da,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
166,6.990.000,SER1T002D0,Orient,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính sapphire,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
167,4.180.000,OPA58012MK-T,Olympia Star,Thụy Sỹ,Swiss quartz (Pin),37 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1,Nam
168,6.700.000,SRPD71K2,Seiko,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Dây cao su,Harlex Seiko,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
169,3.250.000,BI5014-58E,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
170,8.190.000,EM0639-81A,Citizen,Nhật Bản,Eco-Drive,28 mm,Thép không gỉ 316L / Mạ vàng PVD,Thép không gỉ 316L / Mạ vàng PVD,Kính Cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
171,1.050.000,SL3003.4102CV,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
172,5.680.000,SFQ812P1,Seiko,Nhật Bản,Quartz,29.6 mm,Thép không gỉ 316L,Dây da,Kính Cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
173,2.840.000,BF2011-51L,Citizen,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
174,15.000.000,96A234,Bulova,Hoa Kỳ,Automatic,40 mm,Thép không gỉ,Dây da,Kính Sapphire,30m,Open heart,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
175,5.800.000,NH8380-15E,Citizen,Nhật Bản,Automatic,48mm,Thép không gỉ,Cao su,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
176,2.300.000,SG80061.1201CF,SRWatch,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
177,6.385.000,EM0503-83X,Citizen,Nhật Bản,Eco-Drive,32mm,Thép không gỉ / Mạ PVD,Thép không gỉ,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
178,1.550.000,F.1.1086.06,Freelook,Pháp,Quartz (Pin),30mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
179,2.940.000,EV0050-55A,Citizen,Nhật Bản,Quartz,36mm,Thép không gỉ,Thép không gỉ,Kính cứng,30M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
180,4.420.000,OPA58074LK-T,Olympia Star,Thụy Sỹ,Quarzt,30mm,Thép không gỉ 316L / Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
181,3.440.000,SUND6001W0,Orient,Nhật Bản,Quartz,36 mm,Thép không gỉ 316L,Thép không gỉ 316L/Mạ vàng PVD,Mặt kính cứng,50 m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
182,4.200.000,OPA58012-04MSK-V,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),38 mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
183,9.230.000,PD7156-58P,Citizen,Nhật Bản,Automatic (Máy tự động),29 mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,50m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
184,1.760.000,F.1.1085.05,Freelook,Pháp,Quartz (Pin),30 mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
185,5.320.000,OP899832AGS-D,Olym Pianus,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,50m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
186,9.950.000,RA-AX0002S0HB,Orient,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L/Mạ vàng hồng PVD,Thép không gỉ 316L/Mạ vàng hồng PVD,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
187,5.110.000,SSB257P1,Seiko,Nhật Bản,Quartz,44 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,100 m,"Lịch ngày, Chronograph, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
188,2.080.000,F.1.1136.02,Freelook,Pháp,Quartz (Pin),,Thép không gỉ,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
189,10.234.000,SSA258J1,Seiko,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
190,8.050.000,AT2396-86E,Citizen,Nhật Bản,Eco-drive,40mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
191,3.800.000,EU6030-56D,Citizen,Nhật Bản,Quartz,29mm,Thép không gỉ 316L,Thép không gỉ 316L,Mặt kính cứng,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
192,24.280.000,RE-AV0005L00B,Orient,Nhật Bản,Automatic,41 mm,Thép,Dây da,Kính Sapphire,100M,"Open heart, dạ quang, thang do năng lượng",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
193,5.470.000,OP995.71AGSK-T,Olym Pianus,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,"Open heart, dạ quang",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
194,4.510.000,F16662/6,,Tây Ban Nha,Quartz,45 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
195,4.200.000,OPA58012-07DMS-GL-D,Olympia Star,Thụy Sỹ,Quartz,36mm,Thép không gỉ 316L,Dây Da.,Kính Sapphire,30 m,Lịch Ngày.,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
196,9.230.000,OG385-032LK-T-TRAI,Ogival,Thụy Sỹ,Quartz,26.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
197,6.230.000,SSB177P1,Seiko,Nhật Bản,Quartz,42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
198,5.180.000,OP990-09AMK-T,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
199,5.940.000,BM7320-52H,Citizen,Nhật Bản,Eco-Drive,42mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
200,3.825.000,BI0984-59A,Citizen,Nhật Bản,Quartz,42mm,Thép không gỉ 316L,Thép không gỉ 316L,Mặt kính cứng,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
201,4.400.000,FE1086-12A,Citizen,Nhật Bản,Eco-Drive (Năng Lượng Ánh Sáng),29 mm,Thép không gỉ,Dây da,Mineral Crystal (Kính Cứng),30m,Lịch Ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
202,12.400.000,RA-AK0010B10B,Orient,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,"Lịch ngày, lịch thứ, lịch ngày đêm",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
203,8.440.000,SFM02002W0,Orient,Nhật Bản,Automatic,42mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,"Lịch ngày, đồng hồ báo tình trạng năng lượng cót.",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
204,6.600.000,FE6149-84A,Citizen,Nhật Bản,Eco-Drive,"33,5mm",Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
205,23.160.000,RE-AU0001S00B,Orient Star,Nhật Bản,Automatic,38.7mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50 m,"Lịch ngày, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
206,3.850.000,SG8886.4103AT,SRWatch,Nhật Bản,Miyota 8215 (Automatic),40mm,Thép không gỉ 316L,Dây da,Kính cong Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
207,15.600.000,BL8140-80L,Citizen,Nhật Bản,Eco-Drive,42mm,Thép không gỉ,Thép không gỉ,Sapphire,100m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
208,5.090.000,OPA28019DLS-GL-T,Olympia Star,Thụy Sỹ,Quartz,31.5 mm,Thép không gỉ 316L,Cao su đặc biệt,Kính Sapphire,30 m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
209,4.900.000,C4724/1,Candino,Thuỵ Sĩ,Máy Quartz (Pin),40.3mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
210,3.080.000,SUNE5004W0,Orient,Nhật Bản,Quartz,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
211,3.785.000,EQ0591-81E,Citizen,Nhật Bản,Quartz (Pin),27.5 mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
212,5.880.000,AW1231-58E,Citizen,Nhật Bản,Eco-Drive,42mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
213,2.730.000,F.7.1038.04,Freelook,Pháp,Quartz (Pin),30mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
214,1.980.000,F.3.1035.03,Freelook,Pháp,Quartz (Pin),35mm,Thép không gỉ,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
215,5.313.000,SSB267P1,Seiko,Nhật Bản,Quartz,44.9mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,100 m,"Lịch ngày, Chronograph, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
216,2.920.000,F20358/4,,Tây Ban Nha,Quartz,41 mm,Thép không gỉ 316L,Dây da,Kính Cứng,100M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
217,7.200.000,96C127,Bulova,Hoa Kỳ,Quartz,39mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
218,7.750.000,OG350.01MS-T,Ogival,Thụy Sĩ,Quartz (Pin),40 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L / Mạ PVD,Kính Sapphire,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
219,2.000.000,FL.1.10057.2,Freelook,Pháp,Quartz (Pin),35mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
220,5.500.000,96L229,Bulova,Hoa Kỳ,Quartz,26mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nữ
221,6.850.000,AO9040-52E,Citizen,Nhật Bản,Eco-Drive,44 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
222,8.420.000,SRPH25K1S,Seiko,Nhật Bản,Automatic,39.4 mm,Thép không gỉ 316L,Dây lưới thép không gỉ,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
223,19.530.000,OG3357AJMSK-T,Ogival,Thụy Sỹ,Automatic,40mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
224,5.560.000,FDB05001W0,Orient,Nhật Bản,Automatic,38.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
225,5.300.000,NH8370-86E,Citizen,Nhật Bản,Automatic,42mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50 m,"Lịch ngày, lịch thứ.",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
