,Thương hiệu,Giá tiền,Mã sản phẩm,giới tính,kiểu dáng,loại máy,phong cách,mặt kính,đường kính,chất liệu vỏ,độ dày,chất liệu dây,độ chịu nước,tính năng khác,bảo hành chính hãng,màu mặt,xuất xứ thương hiệu,bảo hành duy anh
76,OLYM PIANUS,2.511.000,OP68322SK-T,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,26mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày,1 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
77,CITIZEN,5.066.000,EG2020-79E,Nữ,Mặt vuông,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Sapphire,24mm x 15mm,Thép không gỉ 316L,6mm,Thép không gỉ 316L,30m,"ECO- DRIVE, hấp thụ năng lượng từ ánh sáng.",1năm quốc tế,Đen,Nhật Bản,
78,CITIZEN,3.306.500,BI0994-55P,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,42mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
79,TISSOT,7.722.000,T109.410.11.072.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38mm,Thép không gỉ 316L,6.45mm,Thép không gỉ 316L,30m,,2 năm Quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
80,CITIZEN,7.892.250,NH9130-84A,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,10.7mm,Thép không gỉ 316L,50m,Open Heart.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
81,DANIEL WELLINGTON,3.483.900,DW00100233,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ 316L,6mm,Dây da,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
82,CASIO,4.663.800,EFR-S565D-7AVUDF,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,44.1mm,Thép không gỉ 316L,11.6mm,Thép không gỉ 316L,100m,"lịch ngày, chức năng bấm giờ thể thao",1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ). Thay pin miễn phí trọn đời
83,LONGINES,35.046.000,L4.705.2.12.2,Nam,Mặt Oval,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,29.7mm x 32.5mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
84,CITIZEN,9.588.000,AR3000-77A,Nam,Mặt vuông,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Sapphire,29mm x 20mm,Thép không gỉ 316L,,Thép không gỉ 316L,50 m,siêu mỏng.,1 năm quốc tế,Trắng,Nhật Bản,
85,FREELOOK,1.872.000,F.4.1042.01,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,34mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,,,Trắng,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
86,TISSOT,28.350.000,T853.405.29.267.00,Nam,Mặt tròn,Đồng hồ cơ lên giây cót bằng tay ( Manual winding ),Sang trọng,Sapphire,49mm x 49mm,Thép không gỉ mạ vàng công nghệ PVD,12mm,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,
87,CITIZEN,14.280.000,BN4044-15E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Mặt kính cứng,46mm,Thép không gỉ 316L,14.4mm,Dây cao su,200m,"Lịch ngày. Chức năng la bàn, Đo độ cao, Chỉ báo dự trữ năng lượng.",1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
88,FREDERIQUE CONSTANT,19.048.500,FC-220V5S5,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38.4mm,Thép không gỉ mạ vàng công nghệ PVD,5mm,Dây da,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
89,MIDO,20.817.000,M7600.3.17.8,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Thép không gỉ mạ vàng công nghệ PVD,8.65mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Nâu,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
90,TISSOT,25.200.000,T006.207.22.116.00,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Thép không gỉ mạ vàng công nghệ PVD,9mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Đính kim cương ở cọc số , lịch ngày, mặt khảm trai",2 năm quốc tế,Khảm trai,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
91,ORIENT,10.353.000,SAK00002S0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42.5mm,Thép không gỉ 316L,,Dây da,50m,"Lịch ngày, lịch thứ, Lịch 24h (Sun and Moon)",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
92,FREELOOK,2.745.000,F.4.1052.02,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,30mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Mặt khảm trai, đính đá swarovski",2 năm,Trắng,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
93,LONGINES,96.426.000,L4.513.0.87.6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,29mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Vỏ đồng hồ được gắn 56 viên kim cương tổng số 0.470 carats. Mặt số khảm trai đính 12 viên kim cương tổng số 0.034 carats.,2 năm quốc tế,Khảm trai,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
94,SEIKO,4.365.000,SGEH67P1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,100m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
95,ORIENT,3.621.000,FAC05001B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,40.5mm,Thép không gỉ 316L,11.5mm,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
96,LONGINES,53.043.300,L4.974.3.27.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,38.5mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày, Cọc số đính 12 viên kim cương 0.059 carat",5 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
97,TISSOT,117.630.000,T71.8.440.31,Nam,Mặt tròn,Automatic Chronometer (Máy cơ tự động chuẩn COSC),Sang trọng,Mica,39.5mm,Vàng 18K,10.4mm,Dây da,30m,Lịch ngày. Kim rốn,3 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
98,TISSOT,10.395.000,T126.010.16.013.01,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,26mm,Thép không gỉ 316L,6.9mm,Dây da,50m,Lịch ngày. Quartz EOL.,2 năm quốc tế,Trắng,Thuỵ Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
99,CITIZEN,2.439.500,EJ5930-50A,Nữ,Mặt vuông,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,18mm x 28mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
100,ORIENT,4.386.000,FGW01002W0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38mm,Thép không gỉ mạ vàng công nghệ PVD,7.25mm,Dây da,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
101,CITIZEN,3.060.000,EQ9054-56A,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,38mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
102,TISSOT,15.750.000,T065.430.11.051.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39.7mm - 39mm,Thép không gỉ 316L,9.5mm,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
103,CASIO,4.174.200,GA-2200M-1ADR,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,47.1mm,Nhựa,12.8mm,Nhựa,200m,,5 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
104,ETERNA,21.159.000,2730.41.58.1746,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,7.3mm,Thép không gỉ 316L,50m,Lịch ngày.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
105,CITIZEN,15.215.000,NY0070-83L,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Mặt kính cứng,43.5mm,Titanium,13.4mm,Titanium,200m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Xanh lam,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí.
106,LONGINES,38.812.500,L4.904.4.11.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38.5mm,Thép không gỉ 316L,9.2mm,Thép không gỉ 316L,30m,"Lịch ngày. Caliber L892, 25.200vph, trữ cót 72h. Khối lượng 115.3g.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
107,SEIKO,3.645.000,SKS641P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Hiện đại,Hardlex Crystal,43mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,"lịch ngày, chức năng bấm giờ thể thao",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ). Thay pin miễn phí trọn đời
108,ORIENT,4.012.000,SAB0B005WB,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,43mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
109,SEIKO,Liên hệ,SRPH67K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao,Hardlex Crystal,42.5mm,Thép không gỉ mạ công nghệ PVD,13.5mm,Dây cao su,100m,"Lịch thứ, lịch ngày. Caliber 4R36, 24 chân kính, trữ cót 41h. Khối lượng 103g. Phiên bản giới hạn 5000 chiếc.",1 năm quốc tế,Xanh Lá,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
110,LONGINES,39.204.000,L4.709.1.97.7,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,33mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Cọc số đính 12 viên kim cương,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
111,MIDO,8.100.000,M2130.3.C6.4,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,25mm,Thép không gỉ mạ vàng công nghệ PVD,5.80mm,Dây da,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
112,MIDO,22.797.000,M027.426.16.018.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,10.38mm,Dây da,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
113,SEIKO,2.358.000,SUR829P1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,29mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
114,LONGINES,47.868.300,L3.781.3.06.9,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao sang trọng,Sapphire,41mm,Thép không gỉ mạ PVD & gốm,11.9mm,Dây cao su,300m,"Lịch ngày. Caliber L888, 25.200vph. Swiss Super-LumiNova®. Sapphire chống lóa. Ceramic bezel.",5 năm quốc tế,Xanh Lá,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
115,TISSOT,11.583.000,T95.1.483.91,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,,Thủy Tinh,,Vàng 18K,,,,Hồng,,
116,OLYMPIA STAR,2.799.000,OPA28030LS-T,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,30mm,Thép không gỉ 316L,,Thép không gỉ 316L dạng lắc,30m,Đính kim cương ở cọc số,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
117,ORIENT,5.380.500,FGW01001W0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38mm,Thép không gỉ mạ vàng công nghệ PVD,7.25mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
118,ORIENT,5.151.000,RA-AA0C05L19B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ 316L,,Dây da,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Xanh lam,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
119,ORIENT,3.306.500,RF-QA0007B10B,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,30mm,Thép không gỉ mạ vàng công nghệ PVD,6.5mm,Dây da,30m,Lịch ngày,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
120,LONGINES,86.680.800,L2.820.5.11.7,Nam,Mặt tròn,Automatic Chronometer (Máy cơ tự động chuẩn COSC),Sang trọng,Sapphire,38.5mm,Thép không gỉ 316L/ Vàng 18K,10.7mm,Thép không gỉ 316L/ Vàng 18K,30m,Lịch Ngày,5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
121,CITIZEN,2.414.000,BF2001-55A,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thể thao,Mặt kính cứng,39mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
122,ORIENT,5.941.500,SER1U002W0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39mm,Thép không gỉ 316L,10mm,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
123,TISSOT,11.025.000,T063.409.11.018.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,39mm,Thép không gỉ 316L,5.2mm,Thép không gỉ 316L,30m,,2 năm Quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
124,CITIZEN,3.187.500,BD0024-53A,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,38mm x 38mm,Thép không gỉ 316L,,Thép không gỉ 316L,5 atm,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
125,DANIEL WELLINGTON,4.583.700,DW00100090-1123DW,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,38mm,Thép không gỉ 316L,7mm,Dây da,30m,"Lịch ngày. Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
126,CLAUDE BERNARD,5.610.000,25003.37RM.BR,Nữ,Mặt vuông,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,22mm x 24mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
127,TISSOT,24.417.000,T086.407.22.051.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41mm,Thép không gỉ mạ vàng công nghệ PVD,9.75mm,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày. Powermatic 80,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
128,ORIENT,1.700.000,FUNE9006W0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thể thao,Mặt kính cứng,42mm,Thép không gỉ 316L,9mm,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
129,FREDERIQUE CONSTANT,25.959.000,FC-200MPW2V5,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,30mmx 25mm,Thép không gỉ mạ vàng công nghệ PVD,6.8mm,Dây da,30m,FC-200 Quartz movement 7 jewels,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
130,CASIO,3.753.900,EFV-540SBK-1AVUDF,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,43.8mm,Thép không gỉ 316L,12.1mm,Thép không gỉ mạ công nghệ PVD,100m,"lịch ngày, chức năng bấm giờ thể thao",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ). Thay pin miễn phí trọn đời
131,SEIKO,5.787.000,SSB293P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Hardlex Crystal,42.2m,Thép không gỉ 316L,13mm,Dây da,100m,"lịch ngày, chức năng bấm giờ thể thao",1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ). Thay pin miễn phí trọn đời
132,CITIZEN,2.618.000,BH3000-50E,Nam,Mặt vuông,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,31.5mm x 25.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
133,LONGINES,20.700.000,L3.759.4.96.6,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thể thao,Sapphire,41mm,Thép không gỉ 316L,11.8mm,Thép không gỉ 316L,300m,"Lịch ngày. Caliber L157, E.O.L.",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
134,CANDINO,5.350.000,C4431/5,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao sang trọng,Sapphire,42mm,Titanium mạ công nghệ PVD,,Titanium,50 m,"Chronagraph, lịch ngày.",2 năm quốc tế,Trắng,Thụy Sỹ,Thay pin miễn phí trọn đời
135,SEIKO,5.157.000,SUT164P1,Nữ,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,28.5mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,
136,CITIZEN,19.635.000,NB2014-57A,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,44.5mm,Thép không gỉ mạ vàng công nghệ PVD,12.5mm,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ, lịch tháng.",1 năm quốc tế,Trắng,Nhật Bản,
137,TISSOT,23.625.000,T085.427.36.011.00,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Thể thao sang trọng,Sapphire,42.3mm,Thép không gỉ mạ vàng công nghệ PVD,13.78mm,Dây da,30m,Lịch ngày.  AUTOMATIC CHRONOGRAPH,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
138,SEIKO,3.289.500,SNKM69K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,38.75mm x 38.75mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
139,SEIKO,2.853.000,SNXF05K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,37mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
140,TISSOT,44.100.000,T41.5.317.51,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Thể thao,Sapphire,42.3mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,30m,"Lịch thứ, lịch ngày.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
141,CITIZEN,16.490.000,CB5001-57E,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Sapphire,45.9mm,Thép không gỉ 316L,13.65mm,Thép không gỉ 316L,200m,"lịch ngày, chức năng bấm giờ thể thao, Radio controlled",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
142,SKAGEN,3.175.000,SKW2330,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,37mm,Thép không gỉ mạ vàng công nghệ PVD,8mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,Trọn đời,Trắng,Đan Mạch,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
